omega,amp_mean,weight_mean,cluster_k3,cluster_k4,cluster_k5
1.31,0.03125225707915046,0.003471537777788869,0,1,0
1.32,0.031185395664587074,0.0034798275337597205,0,1,0
1.33,0.031119731050923947,0.0034880178508670525,0,1,0
1.34,0.031055233753715984,0.0034961035238997677,0,1,0
1.35,0.030991875212040467,0.003504079280614829,0,1,0
1.36,0.030929627753279943,0.003511939783115297,0,1,0
1.37,0.030868464559490504,0.003519679629461635,0,1,0
1.3800000000000001,0.030808359635264886,0.0035272933553383507,0,1,0
1.3900000000000001,0.030749287777019373,0.003534775435873988,0,1,0
1.4000000000000001,0.030691224543631553,0.003542120287531733,0,1,0
1.41,0.030634146228356945,0.003549322270218509,0,1,0
1.42,0.030578029831964212,0.0035563756894345286,0,1,0
1.43,0.030522853037027516,0.00356327479858501,0,1,0
1.44,0.030468594183318036,0.0035700138014061284,0,1,0
1.45,0.03041523224423853,0.00357658685458237,0,1,0
1.46,0.03036274680425532,0.003582988070448391,0,1,0
1.47,0.030311118037273592,0.0035892115198404937,0,1,0
1.48,0.03026032668591602,0.00359525123506499,0,1,0
1.49,0.030210354041658474,0.0036011012130376012,0,1,0
1.5,0.030161181925775386,0.0036067554185926997,0,1,0
1.51,0.030112792671075243,0.003612207787894254,0,1,0
1.52,0.030065169104369214,0.003617452231916351,0,1,0
1.53,0.030018294529644437,0.0036224826402794365,0,1,0
1.54,0.02997215271192223,0.0036272928849941603,0,1,0
1.55,0.029926727861747476,0.003631876824536808,0,1,0
1.56,0.029882004620299194,0.003636228307931968,0,1,0
1.57,0.02983796804508373,0.003640341179074432,0,1,0
1.58,0.029794603596187928,0.003644209281177872,0,1,0
1.59,0.029751897123066286,0.0036478264613342562,0,1,0
1.6,0.02970983485183851,0.003651186575223792,0,1,0
1.61,0.02966840337307562,0.0036542834920048105,0,1,0
1.62,0.02962758963004881,0.0036571110993331157,0,1,0
1.6300000000000001,0.029587380907428237,0.003659663308451649,0,1,0
1.6400000000000001,0.02954776482040338,0.0036619340595323594,0,1,0
1.6500000000000001,0.029508729304217652,0.003663917327074699,0,1,0
1.6600000000000001,0.029470262604085435,0.003665607125440463,0,1,0
1.67,0.02943235326548808,0.003666997514556037,0,1,0
1.68,0.02939499012482604,0.0036680826056687786,0,1,0
1.69,0.02935816230041133,0.0036688565673513958,0,1,0
1.7,0.029321859183791103,0.0036693136314617856,0,1,0
1.71,0.029286070431383992,0.0036694480993196294,0,1,0
1.72,0.029250785956415965,0.0036692543479964744,0,1,0
1.73,0.029215995921148857,0.003668726836662617,0,1,0
1.74,0.029181690729381163,0.0036678601130207844,0,1,0
1.75,0.029147861019219085,0.0036666488198916166,0,1,0
1.76,0.02911449765609614,0.003665087701808848,0,1,0
1.77,0.029081591726043476,0.003663171611773957,0,1,0
1.78,0.02904913452919051,0.003660895517984213,0,1,0
1.79,0.029017117573494115,0.0036582545107237065,0,1,0
1.8,0.028985532568677766,0.0036552438092225144,0,1,0
1.81,0.028954371420386045,0.0036518587685968867,0,1,0
1.82,0.02892362622453361,0.0036480948868295006,0,1,0
1.83,0.028893289261846773,0.003643947811779016,0,1,0
1.84,0.02886335299259105,0.0036394133481976324,0,1,0
1.85,0.028833810051470902,0.003634487464740114,0,1,0
1.86,0.028804653242706306,0.0036291663009854888,0,1,0
1.87,0.028775875535267115,0.003623446174462733,0,1,0
1.8800000000000001,0.028747470058268283,0.003617323587619979,0,1,0
1.8900000000000001,0.028719430096514995,0.0036107952347387523,0,1,0
1.9000000000000001,0.0286917490861946,0.003603858008899138,0,1,0
1.9100000000000001,0.028664420610706103,0.003596509008712246,0,1,0
1.92,0.028637438396628433,0.003588745545168709,0,1,0
1.93,0.02861079630981633,0.003580565148259527,0,1,0
1.94,0.028584488351620623,0.003571965573560028,0,1,0
1.95,0.028558508655230613,0.0035629448086672024,0,1,0
1.96,0.02853285148213265,0.003553501079575626,0,1,0
1.97,0.028507511218680393,0.0035436328567884836,0,1,0
1.98,0.028482482372770037,0.0035333388614382944,0,1,0
1.99,0.028457759570624068,0.003522618071098715,0,1,0
2.0,0.028433337553671976,0.0035114697254579777,0,1,0
2.0100000000000002,0.02840921117552956,0.003499893331840299,0,1,0
2.02,0.028385375399068505,0.003487888670465151,0,1,0
2.0300000000000002,0.02836182529357868,0.003475455799451052,0,1,0
2.04,0.028338556032016276,0.0034625950596923294,0,1,0
2.05,0.02831556288833498,0.0034493070793400467,0,1,0
2.06,0.02829284123489726,0.0034355927781376597,0,1,0
2.07,0.028270386539967347,0.0034214533713433845,0,1,0
2.08,0.028248194365273125,0.0034068903735350437,0,1,0
2.09,0.028226260363645405,0.0033919056018850155,0,1,0
2.1,0.02820458027672741,0.0033765011792871768,0,1,0
2.11,0.028183149932748116,0.0033606795370717895,0,1,0
2.12,0.028161965244365955,0.0033444434173464394,0,1,0
2.13,0.02814102220657037,0.0033277958750388458,0,1,0
2.14,0.02812031689465004,0.003310740279490697,0,1,0
2.15,0.028099845462217058,0.003293280315733943,0,1,0
2.16,0.028079604139286264,0.0032754199852972374,0,1,0
2.17,0.028059589230415214,0.0032571636066476227,0,1,0
2.18,0.028039797112891177,0.0032385158152417838,0,1,0
2.19,0.028020224234975896,0.003219481563019848,0,1,0
2.2,0.02800086711419623,0.0032000661176191294,0,1,0
2.21,0.027981722335681698,0.0031802750610325182,0,1,0
2.22,0.027962786550556156,0.0031601142878630436,0,1,0
2.23,0.027944056474364088,0.0031395900030734263,0,1,0
2.24,0.027925528885549517,0.003118708719340157,0,1,0
2.25,0.027907200623975083,0.00309747725382602,0,1,0
2.2600000000000002,0.02788906858947688,0.0030759027245989864,0,1,0
2.27,0.027871129740465937,0.003053992546481705,0,1,0
2.2800000000000002,0.02785338109256492,0.0030317544264586503,0,1,0
2.29,0.027835819717281808,0.00300919635860908,0,1,0
2.3000000000000003,0.027818442740721094,0.002986326618502579,0,1,0
2.31,0.027801247342327803,0.002963153757199879,0,1,0
2.32,0.02778423075366666,0.0029396865947015306,0,1,0
2.33,0.0277673902572361,0.0029159342129397867,0,1,0
2.34,0.027750723185308707,0.0028919059483473023,0,1,0
2.35,0.027734226918806563,0.002867611383878789,0,1,0
2.36,0.027717898886208497,0.0028430603406385947,0,1,0
2.37,0.02770173656247892,0.0028182628690245908,0,1,0
2.38,0.027685737468031567,0.002793229239467589,0,1,0
2.39,0.027669899167718094,0.002767969932675523,0,1,0
2.4,0.027654219269841455,0.002742495629561676,0,1,0
2.41,0.027638695425198517,0.0027168172006259267,0,1,0
2.42,0.02762332532614351,0.002690945695087848,0,1,0
2.43,0.027608106705678395,0.0026648923295500998,0,1,0
2.44,0.027593037336565714,0.0026386684763413664,0,1,0
2.45,0.027578115030464593,0.00261228565149366,0,1,0
2.46,0.02756333763708592,0.0025857555024363156,0,1,0
2.47,0.02754870304337596,0.002559089795341094,0,1,0
2.48,0.02753420917271089,0.0025323004021870995,0,1,0
2.49,0.027519853984119994,0.0025053992876342196,0,1,0
2.5,0.027505635471523987,0.0024783984955470233,0,1,0
2.5100000000000002,0.02749155166299402,0.0024513101353918405,0,1,0
2.52,0.027477600620028467,0.0024241463684249163,0,1,1
2.5300000000000002,0.02746378043684704,0.0023969193936921062,0,1,1
2.54,0.02745008923970306,0.0023696414339052932,0,1,1
2.5500000000000003,0.02743652518621619,0.0023423247212240035,0,1,1
2.56,0.027423086464712056,0.0023149814829191723,0,1,1
2.57,0.02740977129358788,0.00228762392702054,0,1,1
2.58,0.027396577920690956,0.0022602642279085077,0,1,1
2.59,0.02738350462270653,0.0022329145119201746,0,1,1
2.6,0.02737054970456889,0.0022055868429891445,0,1,1
2.61,0.027357711498879486,0.0021782932083383045,0,1,1
2.62,0.027344988365346358,0.0021510455042753895,0,1,1
2.63,0.02733237869022611,0.002123855522102151,0,1,1
2.64,0.02731988088579364,0.0020967349341721366,0,1,1
2.65,0.027307493389810495,0.00206969528012857,0,1,1
2.66,0.02729521466501488,0.0020427479533710532,1,1,1
2.67,0.02728304319861957,0.0020159041877364017,1,1,1
2.68,0.02727097750182349,0.001989175044440457,1,1,1
2.69,0.027259016109334067,0.0019625713993717186,1,1,1
2.7,0.027247157578899436,0.0019361039306243807,1,1,1
2.71,0.0272354004908548,0.0019097831064703516,1,1,1
2.72,0.027223743447674212,0.001883619173631774,1,1,1
2.73,0.027212185073539497,0.0018576221460027942,1,1,1
2.74,0.02720072401391117,0.0018318017937880694,1,1,1
2.75,0.027189358935116915,0.0018061676330831434,1,1,1
2.7600000000000002,0.027178088523943638,0.0017807289159434661,1,1,1
2.77,0.02716691148724111,0.0017554946209177467,1,1,1
2.7800000000000002,0.027155826551535745,0.0017304734441378439,1,1,1
2.79,0.02714483246265035,0.0017056737908983921,1,1,1
2.8000000000000003,0.02713392798533531,0.001681103767822084,1,0,1
2.81,0.027123111902905825,0.0016567711755568983,1,0,1
2.82,0.02711238301688676,0.0016326835020943854,1,0,1
2.83,0.027101740146670352,0.001608847916626685,1,0,1
2.84,0.027091182129174794,0.001585271264061848,1,0,1
2.85,0.02708070781851323,0.0015619600601135572,1,0,1
2.86,0.027070316085673632,0.001538920487027575,1,0,1
2.87,0.027060005818198524,0.0015161583899294712,1,0,1
2.88,0.02704977591987844,0.0014936792738052926,1,0,1
2.89,0.0270396253104475,0.0014714883011153967,1,0,1
2.9,0.027029552925287647,0.0014495902900428846,1,0,1
2.91,0.027019557715140214,0.001427989713370861,1,0,1
2.92,0.027009638645821205,0.0014066906979848554,1,0,1
2.93,0.026999794697945004,0.001385697025027424,1,0,1
2.94,0.026990024866650995,0.0013650121306312932,1,0,1
2.95,0.02698032816134195,0.0013446391072890825,1,0,1
2.96,0.026970703605419182,0.0013245807058302414,1,0,1
2.97,0.02696115023603271,0.0013048393379608552,1,0,1
2.98,0.026951667103830644,0.0012854170794094695,1,0,1
2.99,0.026942253272714226,0.0012663156736118664,1,0,1
3.0,0.026932907819601472,0.0012475365359632155,1,0,1
3.0100000000000002,0.026923629834192254,0.0012290807585789555,1,0,1
3.02,0.026914418418740923,0.0012109491155833897,1,0,1
3.0300000000000002,0.026905272687831997,0.0011931420688785855,1,0,1
3.04,0.026896191768159404,0.0011756597743927007,1,0,1
3.0500000000000003,0.026887174798314064,0.0011585020887534823,1,0,1
3.06,0.02687822092857443,0.0011416685764191563,1,0,1
3.0700000000000003,0.0268693293206966,0.0011251585171788993,1,0,1
3.08,0.026860499147717237,0.001108970914039884,1,0,1
3.09,0.02685172959375287,0.001093104501470884,1,0,1
3.1,0.026843019853809838,0.0010775577539487691,1,0,1
3.11,0.026834369133590375,0.001062328894821609,1,0,1
3.12,0.026825776649311173,0.0010474159054235455,1,0,1
3.13,0.02681724162751889,0.0010328165344377104,1,0,1
3.14,0.026808763304912754,0.00101852830746841,1,0,1
3.15,0.026800340928170747,0.0010045485368004204,1,0,1
3.16,0.026791973753778238,0.0009908743313099047,1,0,1
3.17,0.02678366104785788,0.0009775026065096657,1,0,1
3.18,0.026775402086008492,0.0009644300946874533,1,0,1
3.19,0.026767196153144525,0.0009516533551179319,1,0,1
3.2,0.026759042543333774,0.0009391687843285855,1,0,1
3.21,0.026750940559647045,0.0009269726263726156,1,0,1
3.22,0.026742889514004428,0.0009150609831016646,1,0,1
3.23,0.026734888727026986,0.0009034298244034656,1,0,1
3.24,0.026726937527891417,0.0008920749983805182,1,0,1
3.25,0.026719035254186493,0.0008809922414494311,1,0,1
